K,C,X,Y,R,S,df,ConfigID,rewards
288,174,184,160,3,3,dla,767,225677089
398,400,256,64,9,9,eye,762,362611201
314,356,40,192,3,3,eye,764,65390081
468,342,216,224,9,9,shi,767,10787774401
108,50,144,48,9,9,eye,767,6567751
444,220,152,136,1,1,eye,767,43174561
148,274,176,192,3,3,shi,759,192277309
144,316,136,56,7,7,shi,767,289932529
222,326,192,104,9,9,shi,569,2157771181
254,190,152,16,5,5,eye,760,10988461
396,234,120,56,5,5,eye,767,51135085
216,34,120,40,1,1,eye,767,636481
292,166,136,152,7,7,eye,759,150396499
286,442,112,248,9,9,shi,766,4260130369
268,290,184,120,1,1,shi,765,31695841
322,196,136,120,3,3,eye,575,69219361
398,216,176,256,7,7,shi,757,2868752161
16,246,208,256,7,7,eye,763,27843265
138,100,96,208,3,3,dla,761,48990921
70,434,56,168,3,3,eye,765,15481649
464,40,40,24,9,9,eye,379,3011361
392,24,232,216,9,9,eye,763,73269505
508,312,104,184,5,5,eye,765,287561665
340,68,40,256,3,3,shi,765,31748385.0
378,264,40,48,1,1,eye,767,5271553
416,184,160,248,5,5,shi,763,1195311105
110,428,232,88,1,1,eye,766,18078721
272,8,24,104,5,5,shi,763,2178177
326,230,168,136,7,7,shi,565,1788273001
464,148,104,144,5,5,dla,763,489636001
494,474,208,168,9,9,eye,766,1369897921.0
176,162,192,80,3,3,eye,766,20217601
150,188,176,144,5,5,eye,765,59456881
110,198,232,176,7,7,dla,718,829872001.0
338,364,240,32,9,9,eye,757,120325297
298,64,32,232,7,7,shi,757,97343489
298,398,240,56,3,3,dla,767,245151901
150,84,112,176,5,5,shi,765,102143161
236,452,248,24,9,9,eye,759,69336801
376,78,104,96,7,7,eye,607,37459189.0
278,476,72,40,9,9,eye,764,43087521
496,304,216,120,5,5,shi,763,1599931329
310,494,40,144,7,7,dla,765,571335457
386,222,168,72,5,5,shi,764,705124837
196,348,136,64,1,1,shi,766,10222849
450,116,8,56,1,1,eye,142,3196033
176,468,80,88,9,9,shi,766,960860161
124,284,88,168,7,7,eye,759,83250625
24,490,144,136,1,1,eye,767,5197921
94,430,144,56,3,3,shi,760,52598461
32,408,152,56,5,5,shi,763,48356161
114,90,240,96,9,9,dla,761,377818497
408,282,104,120,1,1,shi,767,25925953.0
136,366,208,208,1,1,eye,763,46590337
226,130,80,24,7,7,eye,757,8725861
132,234,208,88,7,7,shi,767,611608141
118,214,104,120,7,7,dla,757,261022609
186,430,240,80,5,5,shi,761,945043681
60,156,112,16,3,3,eye,767,850201
220,198,192,16,1,1,shi,286,9123841
102,386,80,240,9,9,shi,761,918680001
280,450,232,184,3,3,shi,765,785370601
172,402,160,160,5,5,eye,759,167605057
498,156,144,144,9,9,shi,569,2568054529
128,488,248,208,5,5,eye,763,257382913
72,474,240,160,7,7,dla,767,1018809793
246,438,128,112,5,5,shi,761,668935501.0
366,72,112,208,1,1,shi,767,12999169
274,84,168,240,7,7,eye,766,115668001
306,26,216,248,5,5,eye,764,39157665
416,76,112,240,9,9,shi,763,1065522433
32,498,240,200,7,7,shi,595,731159617.0
496,202,144,232,9,9,eye,571,609605701
120,262,104,104,1,1,eye,767,7084481
118,188,112,136,9,9,eye,757,54239881
284,50,80,208,3,3,eye,766,17940001
348,180,128,224,9,9,shi,767,2435735521
448,174,128,128,3,3,dla,763,194703265
454,406,192,152,5,5,eye,767,417944521
18,378,256,216,7,7,dla,764,278460001
276,176,248,80,1,1,eye,767,16839681
36,186,152,88,3,3,eye,767,5291515
92,78,16,136,1,1,eye,383,1103233
136,260,24,56,9,9,dla,763,42366721
384,104,120,232,9,9,shi,767,1449370625
420,402,24,72,9,9,shi,767,218844781
166,152,216,8,7,7,dla,757,10353421
440,22,216,96,1,1,eye,766,4055041
284,340,40,152,1,1,eye,766,16124161
212,326,248,112,9,9,shi,759,2688007573
58,192,120,200,5,5,shi,757,129712129
174,434,16,176,1,1,eye,382,14665729
52,128,144,200,1,1,eye,572,4608001
222,186,184,136,7,7,eye,761,115720831
342,34,96,224,1,1,shi,767,4922113
188,20,168,184,3,3,shi,759,17010241
108,194,8,16,1,1,eye,191,363169
378,508,136,64,5,5,eye,572,173589697
32,12,176,224,5,5,eye,763,1273537
224,272,40,224,3,3,shi,763,83745537
368,456,136,160,7,7,shi,763,3208006513
188,366,152,128,7,7,dla,759,989527849
398,506,8,16,1,1,eye,285,3562241
498,472,176,56,3,3,eye,765,115970401
354,92,160,248,7,7,eye,761,168132301
210,318,160,192,1,1,eye,765,42311809
164,428,256,80,3,3,shi,759,323900985
436,292,72,184,1,1,shi,766,30274561
208,380,224,104,1,1,shi,766,38814721
378,386,128,184,9,9,shi,764,4255358185
470,300,72,144,5,5,shi,573,719692201
128,148,104,72,1,1,eye,765,3047617
324,218,56,120,9,9,eye,575,74452015
160,280,184,104,5,5,dla,765,361440001
130,344,64,216,5,5,shi,765,268534657
220,476,176,256,3,3,shi,766,658174721
146,432,184,64,1,1,shi,765,13115521
218,250,152,216,7,7,eye,757,242797501
434,350,56,40,3,3,shi,762,74214001
354,334,208,248,3,3,shi,761,882277033.0
146,150,160,16,7,7,dla,762,33374881
438,410,168,144,3,3,shi,761,809905801
28,176,1,40,1,1,shi,762,5633
440,164,200,104,3,3,eye,766,89216001
68,396,136,88,7,7,shi,567,343318537
336,86,224,208,7,7,shi,767,1234976513
62,84,216,72,3,3,eye,764,4628737
428,394,152,176,3,3,shi,766,686860201
72,252,240,104,3,3,dla,767,63506017.0
330,190,112,128,3,3,eye,766,47880001
354,228,176,32,9,9,eye,761,58960117
32,416,64,24,1,1,eye,766,359425
58,338,208,168,9,9,shi,757,953430739
282,132,24,256,7,7,shi,761,131400721
310,34,256,224,3,3,eye,765,28390545
302,68,232,144,3,3,dla,763,181197681
360,246,176,16,1,1,eye,767,4605121
364,328,24,120,7,7,shi,762,210709825
194,212,216,56,9,9,eye,757,80446369
418,162,176,184,9,9,shi,766,2764788877
408,120,136,104,1,1,eye,575,16548481
368,266,80,256,1,1,shi,767,34303361
56,460,104,16,5,5,eye,763,3883321
304,262,104,56,3,3,shi,763,73455369
316,42,80,200,5,5,eye,567,26809441
80,114,104,216,7,7,eye,765,26867521
24,460,152,88,3,3,shi,575,29900001
358,232,120,152,9,9,eye,757,216610049
372,94,224,208,1,1,dla,767,37553153
12,458,224,216,1,1,eye,767,5144257
176,256,72,168,5,5,eye,766,74612737
254,242,72,152,1,1,shi,765,14949793
72,108,184,256,1,1,eye,767,6469633
162,384,224,200,9,9,shi,764,3265671169
394,74,64,200,5,5,dla,575,233624161
22,88,184,152,3,3,eye,766,2640001
154,254,128,1,1,1,shi,382,5462017
464,388,192,80,7,7,shi,571,3282838513
294,238,160,104,9,9,eye,702,187365025.0
498,196,64,80,1,1,shi,767,13698049
168,16,72,40,5,5,eye,767,1078785
172,32,184,48,1,1,eye,766,884737
270,304,104,32,5,5,eye,765,24722497
118,270,32,200,7,7,shi,757,162613441
308,70,72,248,5,5,eye,574,53014081
142,142,232,256,7,7,shi,757,894515369
376,266,88,32,1,1,shi,383,9737729
82,214,168,200,5,5,eye,757,53696881
56,178,216,232,5,5,eye,763,46082065
232,302,216,112,5,5,eye,763,154911505
442,342,104,152,7,7,shi,757,2180843029
246,258,104,176,9,9,shi,761,1480930579
386,410,128,104,1,1,shi,767,45027841
122,144,248,168,3,3,eye,759,36997633
478,170,232,136,5,5,eye,767,221054401
156,320,80,32,1,1,eye,575,3461121
324,56,192,128,1,1,shi,767,7547905.0
250,86,16,160,5,5,shi,765,19369351
64,482,16,192,5,5,shi,763,27797905
18,220,232,208,9,9,shi,764,287444961
274,400,8,56,1,1,eye,383,6697601
148,222,56,16,1,1,shi,573,2051281
234,204,24,8,5,5,dla,764,1880321
326,22,224,88,7,7,shi,757,153452113
132,414,176,240,7,7,shi,767,1821326761
260,392,112,80,7,7,eye,705,110093985.0
34,106,104,224,1,1,eye,767,1852033
510,152,128,40,9,9,shi,765,753602929
28,282,64,248,1,1,eye,762,2237953
184,20,80,240,7,7,shi,751,53394961.0
208,318,72,72,7,7,eye,571,64986481
160,26,224,48,1,1,eye,765,878593
454,192,72,184,7,7,eye,570,223242241
248,146,224,128,3,3,eye,763,55506865
24,360,248,96,5,5,dla,767,81082177
30,240,72,128,7,7,eye,765,12726721
26,128,72,40,3,3,dla,764,1308721
354,70,104,72,9,9,eye,569,32180961
24,512,56,208,5,5,shi,767,63942657
54,454,104,144,5,5,dla,764,151872001
142,118,240,104,9,9,eye,757,60087017
84,300,152,248,7,7,eye,611,129874501.0
224,140,208,160,1,1,shi,767,21577921
122,426,224,128,1,1,shi,764,26718721
74,198,184,72,9,9,shi,757,209025433.0
68,24,112,128,1,1,shi,765,413953
254,86,152,96,5,5,eye,760,31500253
350,510,176,64,3,3,eye,765,102334051
492,300,224,24,1,1,eye,767,15350401
270,48,176,240,7,7,eye,765,64906273
272,218,200,176,5,5,shi,763,872540641
394,110,232,80,3,3,shi,767,180897421
208,512,64,72,7,7,shi,763,605562881
436,292,176,56,7,7,shi,759,1061304661
204,140,152,88,7,7,dla,767,359626909
244,112,48,168,3,3,shi,762,34268641
232,278,56,136,3,3,eye,691,26483671.0
152,6,256,112,9,9,dla,763,318041153
478,508,72,216,9,9,eye,767,474512641
424,216,128,136,5,5,shi,571,852589801
232,64,120,168,7,7,dla,763,210479797
366,450,88,96,7,7,eye,761,210541501
366,190,96,248,1,1,eye,767,37978721
332,304,144,48,5,5,eye,764,68635297
146,108,48,24,1,1,shi,573,855361
26,116,184,256,5,5,eye,757,11766925
310,84,240,144,7,7,eye,765,102285121
308,76,184,232,9,9,eye,766,142363201
190,138,192,136,7,7,eye,765,73381915
284,336,224,208,5,5,eye,759,395150785
224,184,72,80,9,9,shi,763,427409921
70,376,144,216,5,5,shi,765,368774785
68,462,88,152,3,3,dla,759,64912801
236,244,48,168,5,5,dla,759,172000577
284,318,136,72,9,9,eye,759,117405601
264,274,8,56,3,3,shi,767,3918201
366,102,184,96,1,1,eye,767,11838529
444,360,152,40,5,5,dla,767,356027617
104,58,248,24,9,9,eye,763,3914769
396,372,112,224,9,9,shi,767,4964414401
12,320,56,136,9,9,eye,575,4670401
266,334,88,256,9,9,eye,570,403707137
354,214,144,96,3,3,eye,761,66665281
50,170,144,32,7,7,eye,573,5008201
476,184,40,160,1,1,eye,767,15308801
84,100,136,208,7,7,dla,767,216539961
50,444,104,168,1,1,shi,765,7619041
382,104,56,96,1,1,dla,767,4472833
146,362,216,232,3,3,shi,762,412150033
248,338,160,216,9,9,shi,763,4128876857
502,276,232,112,9,9,eye,767,541392769
216,446,256,112,3,3,shi,767,441812953
440,318,176,152,7,7,eye,766,432734401
358,238,96,168,9,9,shi,757,1823280397
232,106,256,248,7,7,dla,763,1379037001
6,18,88,56,7,7,dla,284,1209501
302,236,160,88,9,9,eye,757,156834037
128,246,200,168,7,7,shi,763,898305409
108,66,72,160,5,5,eye,767,11442817
344,180,1,1,3,3,dla,763,37282
506,182,72,152,1,1,dla,766,18123265
354,228,96,40,7,7,dla,761,213037201
484,46,200,40,7,7,shi,574,211698257
210,36,112,104,7,7,eye,765,10393489
112,144,248,144,9,9,eye,763,83736577
384,480,80,128,1,1,shi,767,31948801.0
346,74,256,208,3,3,shi,767,236205929
228,266,128,176,7,7,shi,695,1087934149.0
248,448,32,216,9,9,shi,763,864111361
62,310,184,80,1,1,shi,764,7985601
512,204,32,144,9,9,shi,763,609258241
268,502,40,40,5,5,eye,567,27176273
156,278,40,32,1,1,shi,575,1879281
232,72,232,24,7,7,eye,763,9847009
164,162,128,48,1,1,shi,574,3732481
296,346,192,88,7,7,shi,571,1867530157
232,184,224,112,5,5,eye,763,94383169
508,64,184,72,3,3,shi,765,107326849
112,344,208,32,7,7,eye,763,30283009
48,420,240,200,9,9,eye,695,143848321.0
150,12,152,216,7,7,eye,765,7954201
190,224,224,160,9,9,shi,765,2234195713
464,454,248,112,3,3,eye,763,284490929
382,220,208,112,3,3,eye,767,113569281
132,422,208,56,7,7,dla,767,458065301
70,430,16,88,3,3,shi,765,7615301
230,382,112,136,9,9,shi,765,1480476145
206,466,96,40,1,1,shi,766,10199809
134,24,136,176,7,7,eye,764,11934001
252,472,40,48,1,1,shi,767,5154241
290,306,40,56,7,7,eye,765,34857073
226,426,136,192,5,5,shi,757,957031579
290,434,152,16,1,1,eye,765,6645409.0
214,18,224,96,3,3,eye,767,4520449
82,72,200,160,3,3,shi,757,32147281
330,368,112,216,7,7,eye,766,357696001
90,220,192,64,3,3,eye,765,11351341
66,238,144,64,5,5,eye,574,14188609
158,482,200,208,5,5,shi,757,1498750081
294,210,32,136,1,1,shi,574,6531841
100,462,72,224,7,7,shi,765,597828001
394,300,176,1,1,1,eye,767,386101
28,72,152,216,9,9,eye,762,11778049
230,230,56,160,5,5,eye,765,42489281
268,4,248,96,5,5,eye,759,2057169
12,440,232,192,9,9,eye,767,35962081
216,106,224,256,9,9,eye,767,207926209
400,44,112,168,7,7,shi,693,274327681.0
502,332,96,40,7,7,shi,757,736071557
148,196,184,256,1,1,shi,765,23802241
228,216,168,192,9,9,dla,767,2177029121
286,40,144,56,5,5,eye,766,9472321
474,310,232,256,9,9,eye,761,1335782561
248,182,120,248,5,5,eye,763,111136117
36,212,88,64,1,1,dla,767,878593
114,498,120,112,3,3,shi,761,121340689
422,490,136,240,3,3,eye,572,453230401
282,20,64,224,1,1,eye,766,1397761
162,52,56,232,3,3,eye,764,5909905
426,502,240,104,9,9,eye,761,763736777
236,462,184,104,9,9,eye,711,292342051.0
40,154,120,104,1,1,eye,765,1409409
442,118,144,216,9,9,eye,575,305864497
286,264,152,112,1,1,shi,767,25039873
504,416,160,176,7,7,eye,731,771825601.0
456,238,248,200,7,7,eye,767,596614593
234,142,248,8,5,5,dla,764,17204929
266,296,112,216,3,3,eye,762,103661569
370,68,240,96,1,1,dla,767,18570241
16,390,64,248,5,5,shi,763,37477441
432,14,128,168,5,5,shi,767,56284201
294,488,248,104,3,3,eye,762,178397185
90,256,136,32,3,3,eye,765,6289921
290,320,120,232,5,5,eye,765,214293761
388,162,224,40,9,9,shi,759,1100105713
510,396,232,40,1,1,eye,767,35418241
426,22,24,200,1,1,eye,574,2059201
370,382,120,88,1,1,dla,767,25534081
186,300,208,176,9,9,eye,761,344211601
190,432,152,104,9,9,shi,765,1915024897
16,142,56,120,9,9,eye,763,2396109
314,58,144,136,1,1,eye,574,8235073
46,480,72,72,5,5,eye,565,15765121
368,132,208,104,7,7,eye,763,133632577
508,464,104,104,5,5,eye,765,237586561
338,508,104,112,3,3,eye,765,116309649
466,86,88,64,1,1,shi,767,3836977.0
336,416,40,160,9,9,eye,767,192669569
474,38,88,144,9,9,dla,569,418586241
288,502,88,248,7,7,eye,575,496739041
216,312,248,88,1,1,eye,767,25698817
400,192,120,56,5,5,eye,765,42408961
88,420,32,168,5,5,dla,766,70973953.0
290,510,88,144,5,5,shi,765,932524291
16,98,48,168,9,9,shi,763,15243901
78,456,248,240,3,3,shi,761,316934593
62,108,224,40,9,9,shi,373,117233569
510,270,200,120,9,9,shi,693,4283626681.0
278,248,200,128,7,7,eye,764,244662913
408,214,176,256,9,9,eye,767,594682033
290,14,136,136,7,7,eye,573,11362723
390,150,56,56,1,1,shi,767,3603601
342,318,80,208,5,5,shi,764,827318977
48,322,104,216,3,3,dla,743,57102049.0
232,398,128,128,1,1,eye,767,26490881
64,322,216,200,9,9,shi,763,1041796225
352,340,88,56,9,9,eye,574,116459521
392,376,112,72,9,9,dla,763,1270004737
304,482,176,160,7,7,shi,763,3663108421
496,62,80,200,1,1,eye,767,13540801
488,410,16,160,1,1,eye,383,34964801
240,316,80,32,7,7,eye,767,29779841
468,300,232,40,9,9,shi,767,2547710101
28,256,240,184,3,3,eye,762,15990785
166,202,208,128,9,9,eye,757,153040049
478,80,72,192,9,9,eye,767,65385601
360,388,32,160,5,5,shi,767,293537521
500,250,48,120,1,1,shi,767,13104001
240,112,56,136,1,1,shi,767,4892161.0
10,96,200,208,7,7,eye,765,5467777
40,122,224,176,3,3,eye,765,10302657
188,380,224,72,3,3,shi,759,288117521
506,404,56,208,9,9,shi,766,3179648065
4,118,72,80,9,9,shi,762,4895585
308,136,168,40,7,7,eye,766,30844801
484,388,192,136,5,5,eye,766,381661633
116,484,256,128,1,1,dla,764,34078721
430,336,192,80,7,7,eye,765,234100945
288,364,104,8,1,1,dla,767,1557505
492,250,40,24,3,3,eye,767,8938001
68,422,176,256,5,5,shi,759,494575561
460,30,112,48,1,1,eye,706,1451521.0
2,416,216,240,3,3,shi,762,6529537
118,396,176,40,5,5,eye,762,28435969
146,306,80,128,1,1,shi,765,8078401
262,238,136,8,3,3,eye,575,3424345
346,238,168,128,9,9,eye,757,281877205
332,476,184,128,3,3,eye,764,181967185
22,162,56,120,7,7,eye,766,2974321
370,234,224,152,7,7,eye,765,357090553
56,128,40,192,9,9,eye,571,12211585
114,24,96,224,1,1,shi,767,1198081
222,438,176,136,7,7,shi,665,2431143091.0
388,258,112,80,3,3,eye,765,47613385
180,26,208,56,9,9,shi,575,75824971
324,20,64,144,9,9,shi,575,88191181
332,56,32,208,7,7,shi,759,94819201
152,338,40,256,5,5,eye,763,65831923
512,132,168,232,9,9,shi,763,3504162817
362,486,144,168,5,5,eye,766,438222313
90,88,72,152,1,1,eye,765,2648449
366,352,120,168,7,7,shi,761,2160061729
44,44,120,256,9,9,dla,574,99104769
214,464,232,232,3,3,shi,724,832158017.0
114,24,184,56,7,7,eye,725,3228481.0
230,372,112,168,9,9,eye,765,249800977
238,356,224,40,3,3,eye,762,40282113
24,328,104,232,3,3,eye,767,11011617
236,126,72,144,5,5,shi,759,151965829
262,302,88,120,7,7,shi,757,636789953
196,280,96,56,3,3,shi,738,46679361.0
368,256,80,160,1,1,shi,767,24760321
60,408,248,208,1,1,eye,767,22064641
396,50,160,240,5,5,eye,767,71517601
32,214,224,72,5,5,eye,763,9635137
62,172,144,112,7,7,shi,757,144433217
102,348,176,152,3,3,eye,761,48807001
146,512,256,1,1,1,shi,381,21626881
512,118,32,232,3,3,shi,763,65551361
194,238,96,16,1,1,dla,766,1327105
134,474,192,72,1,1,shi,764,27302401
488,40,128,248,5,5,dla,571,370968817
316,316,232,64,9,9,eye,759,227172401
142,432,120,232,1,1,eye,766,31269889
94,194,56,80,3,3,shi,568,18046657
272,482,152,176,7,7,eye,763,483036301
124,42,72,96,1,1,dla,764,967681
442,380,120,16,1,1,shi,767,21933601
42,260,104,192,7,7,eye,762,28978561.0
398,136,72,120,7,7,eye,570,90667393
472,410,1,240,1,1,eye,574,50774401
418,118,152,88,1,1,shi,767,16321761
478,60,72,1,1,1,shi,95,2246401
426,324,40,136,3,3,shi,761,142509781
198,20,208,184,7,7,eye,766,20217601
348,290,256,16,1,1,eye,767,6997121
76,268,120,208,3,3,eye,766,25888801
420,42,168,152,1,1,eye,767,8714161
508,94,176,176,5,5,eye,765,126345871
416,236,240,152,5,5,eye,763,296000641
146,56,32,192,1,1,eye,765,1774081
328,334,160,112,3,3,eye,763,110962483
60,158,112,128,7,7,dla,767,114254221
448,434,40,224,3,3,shi,763,267246785
92,428,200,48,5,5,eye,759,35792785
396,226,16,72,1,1,eye,575,6980689
176,80,160,120,5,5,shi,766,109905921
62,188,184,232,7,7,eye,757,57120229
406,96,184,72,9,9,eye,762,75902977
56,222,32,72,3,3,shi,571,6744361
300,298,256,216,9,9,eye,767,695889601
50,492,1,200,1,1,eye,21,5412001
440,488,168,72,5,5,shi,574,1761992321
68,104,256,160,5,5,shi,759,133931305
328,412,176,128,3,3,eye,763,155372617
454,270,40,40,3,3,eye,575,14538421
320,176,240,160,9,9,dla,765,2745513985
264,300,192,192,7,7,shi,767,2166021001
446,130,8,104,3,3,shi,763,6319041
296,258,104,72,9,9,shi,763,593942575
10,200,56,168,3,3,eye,767,1019201
114,168,88,176,9,9,shi,761,372401065
372,326,240,56,5,5,eye,767,133843865
472,84,192,192,9,9,eye,763,202635973
376,274,80,64,1,1,eye,575,14589953
324,478,192,248,7,7,shi,767,5647407481
290,18,16,112,1,1,eye,765,643105
420,460,16,184,1,1,eye,575,38511201
254,246,240,112,5,5,eye,760,139110049
314,246,192,232,7,7,shi,757,2820178441
416,230,104,56,7,7,shi,763,459622801
306,276,232,8,5,5,dla,764,35039041
88,504,256,224,3,3,eye,766,119347201
218,22,168,144,1,1,eye,766,2280961
502,146,200,128,1,1,eye,767,40814593
278,44,96,224,1,1,eye,573,6071297
184,156,88,40,9,9,eye,763,18628897
496,120,72,96,5,5,eye,571,56826721
68,346,80,88,1,1,shi,573,4262721
512,254,256,104,5,5,eye,763,261396481
430,30,232,200,1,1,eye,767,11232001
368,306,216,72,5,5,shi,571,1194855337
410,332,176,40,1,1,eye,765,17967841
200,444,208,32,3,3,eye,729,32323201.0
370,330,48,40,3,3,shi,765,50744761
352,382,168,176,5,5,eye,766,354251521
176,150,200,136,7,7,dla,766,653702401
396,422,192,56,7,7,eye,767,196857937
140,422,48,104,9,9,shi,573,382897481
390,282,248,184,9,9,eye,765,713550241
14,392,56,168,9,9,shi,762,64026145
110,278,248,16,3,3,eye,766,5560001
96,94,168,184,7,7,eye,767,34548385
364,104,200,168,7,7,shi,762,1080031681
274,334,64,96,1,1,eye,767,9587137
494,228,136,224,9,9,eye,766,439292161
258,482,160,192,7,7,eye,761,495247771
402,272,40,192,5,5,eye,761,104569313
276,406,8,8,1,1,dla,767,133953
266,170,192,168,7,7,shi,762,1236928501
172,214,184,96,1,1,shi,574,15120385
216,306,56,104,7,7,dla,767,259749001
116,50,256,8,1,1,shi,188,1664001
258,352,152,176,5,5,eye,761,239981281
414,14,112,16,7,7,dla,764,21551921
326,158,160,232,9,9,shi,757,2538417257.0
462,206,88,136,7,7,shi,574,1147514761
264,192,208,112,3,3,eye,767,68141569
384,438,40,152,5,5,eye,575,126564481
442,76,184,240,1,1,eye,767,26320321
346,418,152,216,7,7,eye,767,642587221
416,502,72,56,7,7,shi,763,675623729
68,250,136,96,9,9,eye,759,27625001
460,322,208,24,9,9,eye,765,96100257.0
58,102,72,112,3,3,shi,757,7596145
134,104,112,184,3,3,shi,764,41871961
202,196,32,200,3,3,shi,762,43198401
372,272,208,152,7,7,eye,767,417181633
120,182,8,8,1,1,eye,95,189281
190,12,184,184,3,3,eye,765,3796885
328,370,184,80,7,7,eye,763,196739731.0
342,134,232,256,5,5,shi,764,1045815329
38,102,40,16,1,1,shi,381,179521
78,298,240,168,5,5,eye,761,77216569.0
34,44,32,208,7,7,shi,757,7635585
326,210,224,8,1,1,shi,142,16934401
98,186,216,216,7,7,eye,762,107493121
298,372,88,232,7,7,shi,757,1784338177
70,190,160,176,3,3,eye,765,21059221
58,98,40,88,5,5,dla,757,8944993
88,4,168,112,5,5,eye,766,582913
132,350,176,168,7,7,shi,767,1154826751
340,156,256,240,7,7,shi,765,2599723777
430,112,224,248,9,9,eye,765,421823809
128,512,112,168,7,7,shi,763,1021575169
168,280,56,256,7,7,eye,719,83119681.0
156,164,24,176,3,3,shi,767,15248065
238,352,144,112,3,3,dla,762,203934721
10,12,80,184,3,3,shi,767,253657
138,48,128,40,7,7,shi,761,39618145
80,78,152,232,7,7,eye,765,30332017
270,484,168,224,5,5,eye,765,432968977.0
24,114,232,192,1,1,dla,767,2316289
488,456,128,224,3,3,shi,763,1014060097
288,194,208,56,7,7,eye,767,87756289
176,102,136,224,9,9,eye,766,69875713
94,416,72,168,7,7,eye,565,92911105
14,84,208,248,1,1,shi,762,1118209
502,94,160,216,9,9,dla,767,2584038913
374,408,160,224,5,5,eye,766,505384705
442,232,152,144,5,5,shi,565,1142852881
298,368,192,120,7,7,eye,767,276358801
30,94,64,208,7,7,dla,573,34515337
246,40,248,160,9,9,eye,761,54310241
292,350,120,136,9,9,eye,759,249112501
106,382,8,80,3,3,shi,565,4454121
422,76,104,120,5,5,eye,764,38749057
250,142,112,56,7,7,eye,765,27888801
136,230,224,80,3,3,dla,763,85956625
480,280,232,160,3,3,shi,767,837211201
162,338,88,184,7,7,shi,764,660247849
480,208,24,40,1,1,shi,575,2595841
106,180,104,208,3,3,shi,757,71359201
388,190,192,120,3,3,dla,765,238705741
118,68,160,232,7,7,eye,757,39321613
450,8,224,24,7,7,eye,765,2121121
72,486,168,208,5,5,shi,767,574253713
480,80,88,24,9,9,eye,767,12454401
394,160,112,72,5,5,eye,767,44499841
304,174,216,168,5,5,shi,763,841899349
