M,N,GEMM_K,df,ConfigID,rewards
94,1536,134,dla,767,479233.0
56,6720,450,shi,763,4762801.0
258,48256,76,shi,767,20171009.0
358,40740,23324,shi,757,7024217761.0
86,4500,1960,shi,757,15192761.0
220,3072,12960,eye,766,17126401.0
420,3200,166,eye,191,15106001.0
66,256,328,eye,574,755713.0
188,55296,150,shi,767,26956801.0
252,16640,328,eye,767,37250305.0
70,9620,6860,shi,765,106636741.0
148,8448,290,shi,765,6890401.0
116,26100,4266,eye,764,75792601.0
470,7140,14798,eye,573,209077621.0
196,30900,1368,eye,762,54476801.0
80,1716,15582,dla,765,33702241.0
272,3328,204,shi,383,12687169.0
116,7344,6100,eye,567,31445745.0
84,7236,2916,shi,767,32924557.0
424,30720,30,eye,766,6739201.0
450,12324,3798,eye,573,183177541.0
488,34164,22050,eye,763,1100360701.0
120,25956,3294,shi,767,199836001.0
426,4784,10300,eye,761,83923989.0
320,17664,35802,eye,573,481772929.0
178,19028,306,shi,767,23537521.0
342,41472,6642,eye,764,163776961.0
58,4032,464,dla,767,2096641.0
194,12740,18,shi,760,1287157.0
472,8976,8350,eye,763,166358053.0
486,15792,5750,shi,764,704847421.0
356,15908,18522,eye,567,371138545.0
362,512,506,shi,574,3206017.0
306,5396,3870,eye,764,57544321.0
290,22356,19796,eye,573,414184033.0
228,8112,4200,eye,767,31706137.0
468,1152,380,eye,575,4623841.0
54,3200,388,shi,190,4656001.0
112,27876,24794,eye,763,242209045.0
298,25792,6966,shi,757,864176161.0
88,48260,1242,eye,766,28262401.0
218,20736,416,eye,574,43130881.0
256,26112,294,eye,765,34306273.0
470,15232,31590,eye,765,475700161.0
444,22528,22680,eye,767,453612601.0
66,11664,7700,eye,766,22442113.0
326,5760,76,eye,766,2626561.0
444,4356,14014,eye,575,124655961.0
158,11236,1274,shi,757,42739633.0
178,7616,27702,eye,565,104189275.0
474,2880,190,shi,767,7113601.0
108,24192,272,eye,767,13747969.0
316,9,11100,eye,567,56156677.0
372,24276,918,eye,767,46873489.0
20,29760,40338,dla,765,386165761.0
440,232,334,eye,766,641281.0
26,26196,1170,shi,757,14628641.0
326,20800,40986,eye,757,645307873.0
450,11556,756,eye,765,24766561.0
358,56388,2106,eye,767,226493281.0
422,15300,3870,shi,764,502986481.0
400,2304,25110,shi,573,482186401.0
438,248,412,shi,46,49044481.0
60,18096,3300,shi,767,61818241.0
200,24304,5100,dla,765,488024321.0
212,28800,26730,shi,759,2721024241.0
324,29040,2800,shi,767,479328193.0
210,3888,11200,eye,765,51950977.0
58,2356,144,dla,191,1284021.0
286,9152,9558,dla,766,424506369.0
78,25456,300,eye,761,2473381.0
504,208,28,eye,383,3179905.0
92,1408,7938,dla,759,21049601.0
162,24308,306,eye,704,6925393.0
152,8064,5994,shi,763,131221981.0
116,14720,12636,eye,759,39698101.0
256,23364,2700,eye,763,92505601.0
276,5508,3024,shi,767,90417601.0
380,8192,24462,dla,765,1262305281.0
300,27984,6450,dla,767,1052898001.0
20,39424,14,eye,765,216833.0
52,14948,11172,eye,759,25691953.0
96,11248,10000,shi,575,284352001.0
308,1728,130,shi,766,1397761.0
456,324,8526,dla,767,21755305.0
360,33792,35154,shi,767,6682853521.0
22,660,9114,eye,766,803521.0
224,11220,20874,dla,763,864254161.0
62,8580,3060,shi,757,30144401.0
274,5252,15778,dla,766,425412001.0
180,14080,190,dla,767,8236801.0
82,41040,100,shi,721,5631433.0
476,24804,9408,eye,762,287440897.0
228,43648,26244,shi,767,4212969409.0
290,20916,4590,eye,765,169582141.0
30,47376,4450,shi,765,100473169.0
472,7956,2646,eye,763,25041961.0
166,39508,774,eye,767,31496641.0
136,33728,28,dla,379,5160385.0
454,8820,10388,eye,762,123248321.0
408,29492,7644,shi,767,1821796705.0
68,2304,2430,eye,567,1326001.0
272,34500,3852,shi,763,726304873.0
168,19712,30618,eye,767,205964641.0
16,42804,2232,shi,763,26477473.0
70,1040,11400,dla,765,14618241.0
40,23088,9600,shi,765,179859457.0
492,30900,2646,shi,767,807027355.0
302,3604,8820,eye,763,26881201.0
428,38976,40986,eye,759,1337307401.0
22,9216,14742,eye,766,5844385.0
356,9028,10976,dla,759,633151697.0
452,5300,3626,dla,759,235966601.0
80,46592,13932,eye,765,111593601.0
400,21888,4536,shi,573,827480641.0
154,58500,23030,eye,766,511660801.0
366,36852,2394,shi,761,585434081.0
386,3876,21070,eye,572,138933861.0
4,40548,11074,eye,763,4808377.0
86,28672,294,eye,766,14450689.0
130,45796,3564,shi,765,398084545.0
58,19092,3438,eye,767,24150041.0
384,9984,34020,eye,767,313850881.0
344,26196,3240,shi,763,497155681.0
400,5776,1750,shi,765,106489601.0
132,30388,1404,shi,767,119351233.0
28,3700,19208,eye,762,5933313.0
244,1728,38394,dla,759,274060801.0
388,35712,2916,eye,759,72633601.0
422,3264,13446,dla,764,335963521.0
348,4096,8262,eye,767,23025073.0
176,21504,36288,eye,766,281329665.0
470,31108,22540,shi,765,6421723741.0
16,7168,218,eye,763,439489.0
422,34320,10000,eye,764,543846401.0
12,27940,2340,eye,767,4194321.0
462,8208,650,shi,766,68518633.0
406,5040,500,dla,570,51448321.0
146,14960,6500,shi,757,419230241.0
506,3124,3690,shi,766,123683881.0
412,48400,4650,eye,762,339930625.0
92,23316,4356,shi,699,162605125.0
206,320,50,shi,574,456001.0
44,5396,3420,shi,766,17214001.0
314,21364,11466,eye,764,231678721.0
476,20148,21560,shi,762,4250495041.0
202,53760,42,eye,767,8316673.0
240,10240,10368,eye,575,74726401.0
382,46500,9408,eye,767,390832129.0
432,3840,38,shi,767,1138177.0
108,48384,170,eye,767,17184961.0
428,11280,5050,shi,759,389830105.0
204,49220,4284,eye,767,271664625.0
64,26640,1750,shi,763,49778401.0
2,40592,1500,shi,765,2132641.0
302,19504,11800,eye,763,273990337.0
110,55296,78,eye,766,8087041.0
260,36084,17542,eye,645,493584625.0
466,29696,14418,shi,757,3442507897.0
136,6656,32886,eye,763,107505553.0
22,25344,186,eye,766,1928449.0
8,12992,6,eye,764,12529.0
206,59472,6000,shi,757,1250930881.0
350,5060,3834,eye,765,43417921.0
494,27556,4374,eye,766,367416001.0
136,18500,4998,eye,763,29984329.0
476,8192,218,eye,767,14510081.0
222,19092,1782,eye,761,46739881.0
456,12628,5096,eye,767,83798209.0
408,8900,1862,shi,767,135259481.0
354,2688,436,shi,767,8161921.0
272,49,3078,shi,19,53583117.0
74,2048,100,eye,382,537601.0
132,5200,1700,shi,767,23354057.0
310,36720,11050,eye,765,495245089.0
376,16500,2502,shi,763,283532201.0
400,16192,66,eye,573,10686721.0
290,1088,480,eye,189,20824321.0
196,3200,30294,eye,570,59480961.0
240,2772,3042,dla,767,36257761.0
124,10260,2574,shi,759,52185277.0
6,6656,6480,shi,767,4977921.0
448,1024,38232,dla,763,297730049.0
500,3648,158,eye,767,6211297.0
104,60500,8232,eye,763,120163681.0
332,10800,9150,shi,759,608775121.0
508,4212,16562,dla,759,632280169.0
210,33072,2250,eye,765,60721921.0
140,18260,252,shi,765,11685913.0
40,23716,23814,shi,765,440211025.0
448,15600,1150,dla,763,175593601.0
22,39424,39366,eye,766,65026801.0
328,15504,11400,eye,571,345726433.0
152,10240,304,dla,766,8601601.0
354,44880,11500,eye,761,672094961.0
364,14848,19440,eye,762,226836481.0
508,3584,310,dla,767,10017281.0
462,34944,106,eye,766,33336577.0
390,3332,4086,eye,765,32224921.0
206,3268,2646,shi,572,41802685.0
196,13824,10206,dla,762,439713793.0
78,8448,29322,shi,761,402626537.0
166,11076,234,shi,575,9227401.0
490,1584,5200,eye,765,23023729.0
488,13680,6950,eye,763,163610785.0
116,26880,16524,eye,759,107671201.0
118,28084,3690,eye,762,71372801.0
492,3332,2736,shi,767,75631553.0
4,25520,11050,dla,767,18042641.0
158,8704,36288,eye,757,92302337.0
82,5220,666,shi,757,5006101.0
182,8976,5700,eye,570,56339713.0
6,24192,648,shi,767,1680001.0
368,1428,7742,dla,763,77446153.0
282,192,20,shi,575,149761.0
358,13940,19306,eye,767,250631281.0
264,23664,7550,eye,767,191985025.0
124,5616,12800,eye,759,38473729.0
166,10388,10290,eye,757,48315961.0
12,5760,194,eye,767,363169.0
6,15360,212,shi,765,379905.0
470,46512,2250,eye,765,195358321.0
124,23028,23814,shi,759,1193859973.0
66,38948,3960,shi,766,190914241.0
108,176,64,eye,23,1317889.0
156,20160,374,shi,767,21237217.0
282,6336,482,eye,575,21655297.0
250,15360,430,eye,767,30051841.0
22,12948,3780,eye,766,9408001.0
466,11684,144,shi,767,12440065.0
80,4480,298,shi,573,2937089.0
416,37060,2058,shi,763,560117377.0
188,22148,13916,shi,639,1183406985.0
408,29376,1134,eye,575,33346657.0
218,8228,19600,eye,757,86328001.0
80,37620,2916,shi,765,139081537.0
124,1872,12300,eye,759,13864069.0
498,2688,21546,eye,569,75263903.0
110,13824,194,shi,766,5028481.0
348,7360,36612,eye,767,191311261.0
460,8832,21546,eye,765,178621129.0
398,1092,3042,shi,762,21963241.0
140,39508,1998,eye,765,67878721.0
264,23760,450,eye,767,9654877.0
260,62484,144,dla,573,147837145.0
444,8640,294,shi,767,20363617.0
254,41216,28350,shi,757,5303596201.0
40,3840,322,eye,765,1020097.0
360,26500,21462,eye,767,557241121.0
156,37696,19440,shi,767,2256546241.0
438,5632,13932,shi,761,1074241137.0
246,36852,630,dla,761,166202521.0
124,27648,6318,shi,747,401262265.0
166,41600,210,shi,767,30576001.0
400,6660,810,eye,765,13104001.0
254,8132,270,dla,763,18996353.0
152,13668,468,eye,643,7356649.0
486,3024,12100,eye,764,70880833.0
54,8400,2800,eye,572,5467393.0
386,88,226,eye,189,8531953.0
164,40132,3114,shi,759,392767783.0
306,26228,3600,shi,764,524320801.0
284,1680,12600,shi,567,143422273.0
506,1092,14994,dla,766,135626401.0
250,18560,220,eye,767,19219201.0
330,22000,5350,dla,766,728640001.0
122,56388,1980,dla,759,258708145.0
412,46592,40662,eye,759,1613227201.0
228,9984,6156,eye,767,30910265.0
146,19764,2156,eye,762,17164225.0
154,29008,5550,shi,766,506355361.0
128,5780,4410,eye,763,14148001.0
82,22932,20286,shi,757,653023729.0
176,24900,1260,eye,766,37632001.0
498,25620,10780,eye,761,387842401.0
284,52644,738,eye,766,69929601.0
462,8064,7128,eye,574,62639809.0
292,33792,6,eye,766,1119745.0
438,13668,72,eye,766,3264001.0
292,57456,12750,eye,759,767086921.0
300,896,76,eye,383,2766401.0
164,28980,2466,shi,759,205717009.0
110,13824,162,eye,574,7464961.0
94,184,512,eye,143,9797633.0
22,49220,2646,eye,766,18110401.0
512,33840,8800,shi,763,2543726593.0
54,3380,22540,eye,572,14639041.0
362,5616,7400,eye,766,59311297.0
256,43700,1656,shi,763,293875969.0
254,33264,11000,shi,565,2120813641.0
124,31668,2160,eye,759,47898721.0
16,28080,8350,eye,763,14500945.0
66,22000,3200,shi,766,92995585.0
478,2304,444,shi,767,11082241.0
250,19716,15680,eye,765,212112001.0
40,17280,8424,eye,765,16194049.0
176,7424,394,dla,766,9977857.0
6,3280,7950,dla,766,2476401.0
392,3828,3402,shi,763,88461073.0
120,7424,192,eye,767,3194881.0
270,320,142,eye,765,1686961.0
158,6720,3240,dla,757,86533441.0
480,7056,100,eye,767,1155841.0
274,19968,36774,eye,766,364471201.0
98,20480,194,shi,766,6704641.0
434,48884,6762,eye,762,341418625.0
320,1024,292,dla,767,1797121.0
286,512,16200,eye,382,9276801.0
122,7268,3762,eye,759,23013409.0
270,22736,8950,eye,765,194093281.0
368,13908,18522,eye,763,246005425.0
338,29376,26082,shi,565,5716502065.0
40,11648,32886,shi,765,273650497.0
74,1792,84,dla,574,301057.0
228,11136,194,eye,575,11116977.0
146,1152,144,eye,381,3421441.0
362,36900,1566,shi,766,342223201.0
108,22420,4230,shi,767,174140641.0
44,29760,470,eye,766,11189761.0
80,34500,22932,shi,765,1376324353.0
198,32560,12800,eye,766,335757313.0
98,37236,1692,shi,762,107022385.0
322,40320,80,shi,767,18869761.0
442,23104,86,dla,767,22226049.0
160,2356,1170,eye,765,3974881.0
74,248,488,shi,286,10166017.0
46,16704,284,eye,767,4253185.0
446,2560,24624,shi,565,879194449.0
272,13860,21560,eye,763,229291921.0
90,33840,450,shi,765,22860469.0
412,37236,2826,shi,762,753304213.0
370,44500,15092,eye,765,604307089.0
156,5760,324,eye,767,607153.0
48,29568,344,eye,767,9015553.0
46,4816,12650,eye,757,10683685.0
328,16128,26730,eye,763,280991041.0
158,4560,8650,dla,765,109877761.0
256,24960,256,shi,765,35143681.0
478,13860,22736,eye,767,655910401.0
202,32100,3834,eye,767,157875601.0
474,14976,50,shi,767,8112001.0
214,11088,100,shi,565,5414629.0
234,9828,2646,shi,764,104053249.0
46,14820,774,shi,757,8485621.0
342,11748,24206,eye,764,248916721.0
210,9620,3528,eye,573,24498937.0
404,9728,230,shi,767,15452321.0
236,7844,10192,eye,567,77362689.0
160,4644,378,dla,573,6761665.0
200,784,2750,dla,765,7871361.0
124,4608,360,shi,764,4838401.0
174,208,110,eye,10,4392961.0
78,12800,17820,eye,761,44570241.0
316,11248,12750,eye,615,195325921.0
394,25024,26082,shi,757,5676518359.0
376,10240,4536,eye,763,30747025.0
86,22000,1400,shi,757,48352641.0
510,23668,21266,shi,765,5294275729.0
410,44944,9350,eye,765,661999449.0
308,96,142,eye,286,4580353.0
306,27776,13122,shi,764,1799155153.0
140,19588,1530,shi,765,76112401.0
418,16320,13932,shi,766,2096761873.0
216,3712,444,eye,767,24103873.0
360,26640,3100,eye,767,100774801.0
320,44928,11340,shi,765,3135713281.0
230,3584,102,eye,766,1645057.0
482,24948,22834,eye,762,796390273.0
322,47508,3852,eye,767,372842785.0
432,26880,31266,eye,767,703082017.0
358,4224,332,dla,767,9884161.0
296,9840,11450,shi,763,610666057.0
342,1792,39690,shi,572,760273221.0
500,53424,2450,eye,765,250899601.0
26,11780,3690,dla,764,20285161.0
96,13056,6966,eye,575,22090993.0
48,37632,158,eye,767,5521153.0
170,27968,34506,eye,765,370015507.0
192,21504,242,shi,767,19329025.0
276,16128,320,eye,767,27555841.0
328,8816,7150,eye,763,113132449.0
64,21364,6370,shi,763,177815041.0
230,31428,3332,shi,765,446152897.0
226,54740,2628,eye,767,186257457.0
200,6144,20,dla,381,1351681.0
386,2800,6850,shi,764,159198385.0
358,47268,21462,shi,757,7202321329.0
12,9792,9234,eye,575,2662129.0
478,15908,13426,shi,757,2493706881.0
512,4608,140,eye,575,7512961.0
56,8704,26730,eye,763,35980561.0
456,9620,3920,eye,767,59088481.0
216,4400,8900,dla,767,143035201.0
232,20608,4050,dla,763,387863169.0
426,11440,5200,eye,761,98118593.0
268,6180,1530,shi,759,49660401.0
90,26752,31914,shi,765,1309931407.0
20,23552,388,shi,765,3141249.0
430,38500,9800,eye,765,371588801.0
356,5300,12838,shi,759,457405889.0
182,29440,7128,shi,762,622825633.0
190,8112,12750,shi,765,378220081.0
466,14288,2650,shi,757,282742705.0
186,16848,6300,eye,761,75495169.0
340,2320,12300,dla,765,158391041.0
450,54612,1998,eye,765,298181521.0
122,1300,2646,eye,565,1956637.0
164,33744,7000,shi,759,680993601.0
408,20880,50,shi,767,7348897.0
200,20100,54,shi,765,4357801.0
348,16848,10150,shi,767,1102799937.0
106,21760,86,shi,767,4829761.0
236,2944,35478,shi,759,402049837.0
130,25460,1008,dla,765,60238361.0
38,25344,282,eye,765,5360257.0
16,17280,226,shi,763,1301761.0
222,34560,29160,eye,761,525434041.0
364,11152,700,shi,762,52040353.0
140,7684,20972,eye,765,58841441.0
288,1428,1274,eye,575,2205217.0
206,6528,36936,eye,565,137804113.0
408,1216,450,shi,767,4773601.0
170,13824,264,shi,765,18957313.0
426,1456,4550,shi,761,54349933.0
178,3840,70,eye,575,1310401.0
416,25536,2430,shi,763,509572441.0
194,27968,26244,shi,757,2323252045.0
374,23760,5250,shi,766,778124341.0
36,13268,1224,dla,575,13015909.0
184,15360,34506,eye,763,209843767.0
474,160,438,eye,95,36441601.0
206,2772,24794,eye,572,61727953.0
30,1380,7742,shi,573,6970645.0
280,980,1350,dla,765,7491121.0
254,25536,26082,shi,757,3341244271.0
154,44772,990,shi,766,111366641.0
460,4480,312,eye,766,17611777.0
310,8192,416,eye,767,35995649.0
276,14848,972,eye,767,6982249.0
144,12240,2900,eye,767,20111617.0
176,20160,38880,eye,766,287723521.0
426,7332,18,shi,761,1450673.0
164,58420,1890,eye,766,107100001.0
152,16116,4608,shi,763,222362625.0
286,13824,384,eye,766,34504705.0
60,7252,23618,dla,767,170857121.0
116,8052,4802,shi,567,136018121.0
326,33572,22148,shi,757,4454156257.0
134,30096,9550,eye,764,139857841.0
398,11520,31590,shi,757,2717591761.0
204,15300,630,dla,575,56701801.0
192,6864,8450,shi,767,214302817.0
150,36864,172,eye,765,16346881.0
278,21760,32724,eye,764,493696081.0
466,2240,104,eye,575,2952769.0
28,12180,1764,eye,762,3612673.0
112,30400,35802,shi,763,2438393777.0
400,2788,9800,eye,573,47136001.0
364,6996,21560,shi,570,1664474241.0
38,3888,7000,shi,757,19237121.0
136,17136,10500,eye,763,97589521.0
296,1748,4374,eye,766,20995201.0
324,8192,30942,eye,767,150532831.0
488,40404,1998,eye,763,219461653.0
132,54756,8526,shi,767,1053664657.0
108,11220,16954,shi,767,362637757.0
72,6720,11664,eye,767,12610081.0
180,13312,34830,eye,767,150620401.0
216,17876,8526,eye,575,118063873.0
132,16,110,shi,383,251681.0
480,21060,9408,eye,767,257840641.0
124,17664,162,shi,764,8346241.0
220,34560,60,dla,766,8294401.0
206,164,14112,dla,764,8336121.0
400,58420,378,shi,765,154190401.0
40,16132,23422,eye,765,41306849.0
370,14276,1206,eye,765,39252487.0
134,4560,4400,shi,757,47356673.0
146,15300,2842,eye,762,16340689.0
186,15504,5150,eye,761,54000017.0
304,2688,262,eye,766,4225537.0
130,14800,2050,eye,765,16053961.0
330,24644,1372,dla,382,399232801.0
490,4096,38070,eye,765,149418641.0
512,4608,21870,shi,763,806371201.0
450,16320,262,shi,766,35061889.0
44,18980,490,shi,766,9445801.0
356,900,72,dla,282,2937601.0
10,27156,24108,eye,767,19567333.0
502,30260,21854,eye,767,827486101.0
294,32548,2430,eye,762,153861121.0
338,15444,3822,eye,765,52085281.0
174,24192,354,shi,574,34255873.0
90,17220,1602,shi,765,40524193.0
16,18304,31104,eye,763,19937281.0
392,12628,8820,shi,763,850847761.0
390,5940,3492,eye,765,55080481.0
394,1716,522,dla,767,6172453.0
260,10368,5346,shi,765,266913505.0
374,57584,4600,eye,766,338424577.0
300,5376,7938,eye,767,30990051.0
304,31620,1372,shi,763,212794681.0
386,6020,3006,eye,764,56528833.0
158,6868,7546,eye,757,24088681.0
76,1088,352,dla,766,548353.0
450,31188,23716,eye,765,855518401.0
258,14196,4356,eye,761,89283481.0
296,35568,11450,shi,763,2320551349.0
108,35568,4550,eye,767,68039245.0
298,5632,88,dla,575,3660801.0
488,3540,4356,shi,763,128134161.0
302,45780,24304,shi,757,6409899265.0
130,22000,10200,shi,765,530824321.0
70,37120,13446,eye,765,73505797.0
88,23364,1566,eye,766,22272001.0
52,43200,472,dla,766,20736001.0
404,51968,32724,shi,759,11849644817.0
162,21504,21222,shi,764,1320390397.0
34,7696,9750,shi,757,49260901.0
66,2304,108,shi,574,373249.0
312,704,280,eye,575,8328321.0
32,8500,686,shi,763,2986593.0
350,25520,450,eye,765,15180481.0
404,34160,9300,shi,759,2108240065.0
252,2832,3450,eye,767,10467577.0
352,30096,12300,eye,766,469297153.0
248,192,458,shi,575,1000273.0
276,7280,7350,dla,767,251997201.0
374,53568,1620,eye,766,58229761.0
270,1280,484,dla,765,3041281.0
374,6916,3546,eye,766,52244401.0
96,3584,502,shi,767,3341313.0
120,19968,20898,shi,575,1043352001.0
184,5760,80,shi,766,1566721.0
300,9844,792,dla,767,53649801.0
342,1700,24402,shi,764,283841077.0
254,2516,1960,eye,760,5520241.0
158,12800,14,eye,765,492801.0
508,39936,80,eye,767,34344961.0
340,1152,25272,eye,573,25809265.0
64,9652,4446,eye,763,24522161.0
346,2320,12350,shi,757,171607697.0
164,23040,32724,shi,759,2576927737.0
370,1460,10094,shi,765,112089133.0
254,24420,1170,eye,763,44944641.0
318,54692,19404,shi,761,5580877105.0
124,33572,2548,dla,759,205024205.0
364,1892,2592,shi,762,41753089.0
26,14400,29646,shi,757,308537269.0
202,34532,24598,eye,762,520827009.0
482,14388,22932,eye,762,444337921.0
364,3584,290,dla,767,7221761.0
350,22528,92,dla,766,17301505.0
30,2944,214,eye,765,338977.0
468,5376,192,eye,287,21805057.0
210,14288,1000,eye,573,16023841.0
474,44544,21870,eye,761,914118481.0
344,50820,14308,eye,763,592140961.0
162,4160,274,eye,766,3945601.0
124,26496,36774,eye,759,219554401.0
332,21824,264,shi,767,33825793.0
212,18020,9212,eye,759,98145401.0
50,16340,1944,shi,765,25171561.0
130,8448,40,dla,765,1208065.0
358,8208,3650,shi,757,199454689.0
380,33572,2450,eye,765,89558401.0
346,24624,1250,shi,757,198015801.0
474,13776,3500,shi,761,418632061.0
394,15620,1062,eye,575,47113507.0
194,10880,350,shi,766,20563201.0
194,13588,4176,eye,570,88137729.0
376,45360,10800,shi,763,2926699777.0
310,9984,10854,eye,573,80853457.0
340,9840,12550,dla,765,671796481.0
478,6020,2880,eye,575,66969601.0
40,17716,3348,eye,573,18686305.0
262,1220,21462,dla,767,110661321.0
298,39424,170,eye,767,37128001.0
92,4224,24948,shi,759,165319309.0
262,4500,90,eye,767,719401.0
58,40788,2880,shi,757,140202241.0
264,2484,1372,eye,767,3265417.0
460,46256,200,shi,753,72186881.0
230,7936,400,eye,766,12902401.0
434,8320,182,shi,766,18170881.0
486,8208,8850,eye,764,138246913.0
512,3476,1998,eye,763,24892417.0
140,38400,180,eye,765,16632001.0
270,14144,36,shi,765,2908225.0
96,16240,1650,eye,767,8899969.0
76,36800,26730,shi,759,1495695961.0
244,8,216,eye,143,471745.0
262,2100,1962,dla,767,20143201.0
282,9680,3850,eye,761,39345769.0
204,14400,28,eye,767,1485121.0
284,32100,2664,eye,766,153920001.0
